# Basic macro run statistics:,,,,,,,,,,,,,,,,,,,
# Date and time: 2023-08-14 18:09:28,,,,,,,,,,,,,,,,,,,
# Macro version: 13,,,,,,,,,,,,,,,,,,,
# Channel: 1,,,,,,,,,,,,,,,,,,,
# Cell (ROI) size interval: 5-Infinity um^2,,,,,,,,,,,,,,,,,,,
# Coefficient of variance threshold: 0,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
exp_code,BR_date,strain,medium,time,condition,frame,mean_background,cell_no,patch_density(find_maxima),patch_density(analyze_particles),area_fraction(patch_vs_ROI),length,length_SD,width,width_SD,size,size_SD,mean_patch_intensity,mean_patch_intensity_SD
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,7,4.5291,4.5291,22.0167,0.3033,0.08401,0.1961,0.05055,0.04861,0.02212,6052.2657,3226.2894
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,8,4.8619,4.5378,22.9394,0.3365,0.08591,0.1896,0.02895,0.05055,0.01633,7192.5817,3310.9416
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,9,5.3819,5.5402,30.4074,0.3268,0.08875,0.2054,0.04651,0.05488,0.02499,7110.7772,3116.6319
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,10,5.0962,4.9748,32.0818,0.3423,0.09411,0.2309,0.06182,0.06449,0.02955,6615.7684,3457.4944
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,11,4.6347,4.6347,21.9033,0.3009,0.08599,0.1951,0.03644,0.04726,0.01937,6455.8484,4935.7996
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,12,5.3728,5.3728,34.5679,0.358,0.1121,0.2188,0.0526,0.06434,0.03339,6891.4866,3368.2487
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,13,4.2558,3.8857,19.161,0.3126,0.0745,0.1976,0.03416,0.04931,0.01678,6577.0143,4630.6924
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,14,4.9228,4.6245,27.2395,0.3314,0.1119,0.2173,0.04289,0.0589,0.03052,4597.488,2800.0144
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,15,4.6762,5.4778,27.589,0.3136,0.07971,0.1983,0.05146,0.05036,0.02157,7009.6934,3711.8227
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,16,5.496,5.8013,23.4799,0.2894,0.09812,0.1755,0.04401,0.04047,0.01995,5831.9182,2898.2783
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,17,4.2198,4.4161,26.3981,0.3391,0.09186,0.2181,0.04195,0.05978,0.02314,5845.5702,3913.9551
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,18,4.4134,4.2173,24.2488,0.3397,0.09929,0.2078,0.04923,0.0575,0.0271,5819.7037,3469.1817
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,19,4.9864,5.2714,32.3876,0.3477,0.0921,0.2173,0.05368,0.06144,0.02726,6904.0743,3912.0149
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,20,5.1537,3.7794,16,0.2921,0.03951,0.1865,0.02453,0.04234,0.004507,8068.6472,3426.0027
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,21,4.5185,5.0501,19.3811,0.2713,0.06918,0.1769,0.04128,0.03838,0.01603,4927.9947,2918.0817
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,22,5.1861,4.97,26.2827,0.3132,0.1018,0.2095,0.04185,0.05288,0.0233,6202.899,3831.9355
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,23,4.8634,5.3055,31.4257,0.3314,0.1119,0.2176,0.04686,0.05923,0.03139,6880.5196,3727.8323
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,24,4.7812,4.4625,18.1641,0.276,0.05484,0.186,0.02842,0.0407,0.01186,5304.7336,3039.7983
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,25,4.0175,3.7497,22.128,0.3242,0.07488,0.2272,0.04336,0.05901,0.02014,5718.19,3929.2672
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,26,4.5392,4.2555,28.292,0.373,0.1196,0.219,0.0496,0.06648,0.02913,7069.6863,4320.5181
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,27,4.473,4.473,22.6522,0.3077,0.06872,0.2063,0.03453,0.05064,0.01651,5216.4859,3611.7361
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,28,4.9213,4.4871,27.7162,0.3452,0.1095,0.2177,0.04764,0.06177,0.02968,6987.8924,3866.1623
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,29,5.1575,4.4207,26.2603,0.3581,0.1204,0.2038,0.04984,0.0594,0.02914,6575.0031,3201.4475
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,30,4.6527,4.855,29.3771,0.3291,0.0927,0.2261,0.05011,0.06051,0.02892,6456.3016,3710.9183
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,31,5.1353,4.3136,24.8584,0.3403,0.1169,0.2055,0.04549,0.05763,0.02922,7505.4807,4172.8049
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,32,4.4299,4.4299,27.1987,0.3313,0.09131,0.2295,0.04071,0.0614,0.0249,6081.5878,3538.8228
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,33,5.1882,4.5778,28.3777,0.3468,0.1266,0.2105,0.06726,0.06199,0.04331,7767.7079,3904.4721
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,34,4.0611,3.9666,21.1516,0.3101,0.06273,0.2164,0.03397,0.05332,0.01512,6799.4914,4272.8647
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,35,5.1496,5.9166,33.8369,0.3245,0.08796,0.214,0.05939,0.05719,0.03298,7125.6718,3636.4748
230811_k,230623,Y1492,SMDGE,24h,control,5,640.9028,36,4.6298,4.7584,30.5359,0.3542,0.1353,0.2121,0.06078,0.06417,0.04085,7129.7985,3755.4545
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,1,4.3259,4.3259,20.2223,0.2951,0.08301,0.1959,0.03628,0.04675,0.01895,9043.4265,6186.9749
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,2,4.1452,4.1452,21.016,0.3123,0.1054,0.1986,0.04344,0.0507,0.02515,7652.6072,5069.0907
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,3,4.6049,4.4207,20.9368,0.3028,0.06908,0.198,0.04201,0.04736,0.01538,5549.5243,3286.4611
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,4,4.2434,3.5553,24.8419,0.3736,0.1097,0.2302,0.04418,0.06987,0.03089,6188.2148,3566.3124
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,5,5.204,5.446,27.1783,0.3021,0.0832,0.2034,0.04167,0.0499,0.02103,8177.669,5282.3546
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,7,4.7604,5.1744,22.194,0.2757,0.06683,0.1914,0.04519,0.04289,0.01889,8952.8381,3854.5239
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,8,3.7391,4.179,24.4609,0.3507,0.1506,0.2017,0.04555,0.05853,0.03316,7955.7938,5151.5325
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,9,4.199,4.4789,18.1818,0.2925,0.0608,0.1772,0.0403,0.04059,0.01197,5682.5134,3667.987
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,10,4.306,5.1673,24.8021,0.3043,0.09474,0.1945,0.04357,0.048,0.02223,8953.9983,5511.4827
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,11,5.0083,4.1497,24.3314,0.3408,0.1091,0.2105,0.05837,0.05863,0.03051,7381.5617,4313.8021
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,13,4.5473,4.5473,22.4845,0.3011,0.07698,0.2046,0.03799,0.04945,0.01825,5787.011,3080.3746
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,14,4.1606,4.1606,23.0402,0.323,0.09561,0.2107,0.04841,0.05538,0.02485,5599.4386,3714.4052
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,15,4.3323,5.0697,27.9582,0.3133,0.08564,0.2164,0.04729,0.05515,0.02434,6426.6542,5282.7739
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,16,4.6334,4.6334,24.4479,0.3327,0.1,0.1965,0.04918,0.05276,0.02468,6205.6314,3296.6375
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,17,3.9231,3.7269,18.8702,0.2927,0.04749,0.2152,0.047,0.05063,0.01828,4109.6003,2570.6176
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,18,4.4108,4.6558,25,0.328,0.1083,0.1983,0.0518,0.0537,0.02602,11024.0328,4919.42
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,19,3.6326,3.9531,22.455,0.3269,0.09008,0.2121,0.04933,0.0568,0.02516,6369.5333,3823.5392
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,20,4.2403,4.2403,27.0542,0.3485,0.1052,0.2237,0.05625,0.0638,0.03073,10118.0323,5790.8804
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,21,3.7675,4.3383,25.0437,0.3232,0.09231,0.2186,0.05031,0.05773,0.02908,10695.1358,7333.4395
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,22,4.5925,4.1005,23.7186,0.3325,0.07416,0.2189,0.03455,0.05784,0.01738,5759.9504,3281.3998
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,23,4.1923,4.0426,21.9266,0.3131,0.08318,0.2148,0.04664,0.05424,0.02286,5638.2352,4142.9213
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,24,6.0073,4.577,21.3848,0.3156,0.08954,0.1862,0.04201,0.04672,0.01843,8757.1433,3276.0389
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,25,4.1868,4.4431,20.7853,0.2894,0.0754,0.1998,0.0367,0.04678,0.01905,7310.2511,4924.69
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,26,3.3786,3.2317,18.7669,0.3376,0.08192,0.2101,0.05201,0.05807,0.02641,3113.716,2349.3218
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,27,4.6628,4.4408,19.932,0.3053,0.1013,0.1806,0.03578,0.04488,0.02248,5288.3166,2973.5711
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,28,4.9927,3.7445,19.5985,0.3347,0.08719,0.1952,0.03163,0.05234,0.01909,8047.1733,4104.133
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,29,3.8453,3.8453,21.1365,0.325,0.0924,0.2058,0.05283,0.05497,0.02649,7989.1329,4977.6755
230811_k,230623,Y1493,SMDGE,24h,control,1,549.284,30,4.4307,5.9077,21.629,0.2709,0.07631,0.1697,0.0357,0.03661,0.0139,6031.2409,3102.4763
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,1,5.0215,4.8123,24.6154,0.3336,0.1376,0.1903,0.03865,0.05115,0.02592,6009.8473,2905.9565
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,2,5.3414,4.7691,22.9106,0.3052,0.07719,0.1934,0.04685,0.04804,0.02302,6767.5654,4497.4849
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,3,3.6703,3.4082,16.6265,0.3147,0.1027,0.1938,0.05142,0.04878,0.02284,5054.1153,2722.8538
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,4,3.8767,3.6613,21.0162,0.343,0.1428,0.2065,0.05045,0.0574,0.03198,6441.6293,4170.1203
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,5,4.0441,3.8312,22.954,0.3474,0.1078,0.2159,0.03482,0.05991,0.02392,6662.0325,4411.633
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,6,4.9454,4.7749,30.2508,0.3348,0.09346,0.2314,0.06345,0.06335,0.03032,8469.865,3840.144
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,7,4.4189,4.4189,25.7538,0.3229,0.09382,0.2227,0.05139,0.05828,0.02679,7345.9617,6114.0253
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,8,4.4148,5.4449,24.7971,0.2877,0.08208,0.1939,0.04613,0.04554,0.02253,7121.7534,3950.9538
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,9,3.9068,3.9068,20.7835,0.3356,0.1131,0.1967,0.03678,0.0532,0.02315,5633.7715,3424.6028
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,10,4.5049,4.3001,23.5885,0.3272,0.1207,0.2104,0.04159,0.05486,0.02543,6110.496,3242.057
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,11,2.9101,3.3757,20.1854,0.3348,0.1093,0.2163,0.05022,0.0598,0.03829,3183.4851,2229.1651
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,12,4.7649,4.3984,23.8069,0.3303,0.0989,0.1983,0.05671,0.05413,0.02926,7795.5345,4666.8691
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,13,4.3213,4.8014,24.4778,0.3082,0.07846,0.2059,0.04211,0.05098,0.01964,6990.1257,4552.1398
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,14,4.0091,4.498,23.0677,0.321,0.08375,0.1955,0.04953,0.05128,0.02343,6874.6011,4105.8075
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,15,5.2421,4.6254,29.6646,0.3518,0.1155,0.2244,0.06868,0.06413,0.0338,7637.3262,3641.9181
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,16,5.0029,4.3129,22.1987,0.3098,0.06094,0.2087,0.03926,0.05147,0.01493,6675.1888,4249.5554
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,17,5.2207,5.6384,24.952,0.2854,0.06323,0.1916,0.04258,0.04425,0.01728,7841.4202,3769.1256
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,18,5.113,5.113,31.6496,0.3436,0.09026,0.2232,0.04357,0.0619,0.02554,9138.0958,5445.55
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,19,4.0054,4.1759,22.4543,0.319,0.09438,0.2068,0.04018,0.05377,0.02429,6934.3339,4825.4643
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,20,4.1279,4.7176,22.9901,0.2989,0.09555,0.1967,0.06262,0.04873,0.02833,8875.9388,5147.9875
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,21,3.7927,3.3465,20.9159,0.3458,0.09146,0.2244,0.04365,0.0625,0.02486,5125.9154,3387.0318
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,22,5.0199,5.3273,30.1004,0.3274,0.1052,0.2132,0.04512,0.0565,0.02559,7921.2557,4622.2881
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,23,4.4423,4.3312,25.5189,0.3198,0.09099,0.2255,0.05316,0.05892,0.02685,8741.0965,5199.2747
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,24,5.2793,4.5907,27.0745,0.3546,0.1053,0.2096,0.03492,0.05898,0.02177,6397.0438,3724.0705
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,25,4.5987,4.9195,25.426,0.3148,0.1096,0.2016,0.04594,0.05168,0.02678,7264.3865,4921.3298
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,26,3.4227,4.2006,20.591,0.3039,0.08966,0.1955,0.05649,0.04902,0.02711,6222.1577,4209.1513
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,27,4.541,4.7625,25.9586,0.3201,0.08816,0.2099,0.04506,0.05451,0.02279,8374.4047,4719.0515
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,28,4.739,4.3441,19.3587,0.2849,0.07781,0.1921,0.04595,0.04456,0.01857,7996.3927,5801.351
230811_k,230623,Y1493,SMDGE,24h,control,2,563.2964,29,3.9954,4.1063,21.8973,0.3143,0.07305,0.2099,0.03964,0.05333,0.02157,6231.0051,3634.6998
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,1,3.9435,3.3368,13.1041,0.2751,0.05721,0.1743,0.0647,0.03927,0.02337,6693.0413,3106.7382
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,2,5.1569,4.2468,20.4926,0.3152,0.07627,0.192,0.03629,0.04825,0.01726,4304.8577,2076.1907
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,3,4.3357,4.4468,26.4646,0.33,0.08435,0.2239,0.04528,0.05951,0.02355,7031.0966,3969.9483
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,4,3.8245,3.6926,22.8687,0.3535,0.0936,0.2202,0.03926,0.06193,0.02156,6924.5313,4018.5119
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,5,5.0454,4.6573,22.6516,0.3021,0.07846,0.199,0.04557,0.04864,0.02023,6298.1236,2966.9288
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,6,4.1005,3.8955,20.1633,0.3049,0.09585,0.2118,0.02926,0.05176,0.02014,2834.3677,1877.7549
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,7,5.3576,4.9454,23.3586,0.3033,0.086,0.1965,0.03489,0.04723,0.0174,5621.5549,2245.9268
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,8,3.3771,3.2985,21.2705,0.3713,0.1107,0.213,0.04477,0.06448,0.03028,4278.9567,2484.5682
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,9,4.1235,4.3812,25.3454,0.3434,0.1534,0.1982,0.0615,0.05785,0.03753,6412.2563,3239.2129
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,10,3.9504,3.2097,21.0287,0.3736,0.1615,0.2108,0.04962,0.06552,0.0385,7978.2846,4208.4709
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,11,5.1464,4.3546,22.4378,0.3098,0.08285,0.2075,0.03566,0.05153,0.01825,6558.8902,2946.8881
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,12,3.2651,3.2651,19.179,0.3298,0.08367,0.218,0.05979,0.05874,0.02738,2921.5033,1983.9404
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,13,4.3696,4.4712,23.7547,0.3204,0.1019,0.2011,0.05081,0.05313,0.02819,9250.4782,5663.6767
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,14,4.3598,4.0063,24.9458,0.3563,0.1197,0.2147,0.03839,0.06227,0.03018,6050.1757,3258.4258
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,15,3.4638,3.597,17.9184,0.3042,0.08303,0.2009,0.04374,0.04981,0.02484,2589.3923,1805.5596
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,16,4.2413,4.0608,22.9472,0.3337,0.1022,0.2063,0.05864,0.05651,0.02905,6213.1854,3754.7183
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,17,5.5831,5.3684,25.3289,0.3002,0.07501,0.1964,0.0359,0.04718,0.0169,6898.4717,3237.277
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,18,4.8451,4.3606,24.1465,0.325,0.08633,0.2094,0.04892,0.05537,0.02485,5557.5302,2957.7188
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,19,3.837,4.2633,21.2121,0.3035,0.09498,0.1994,0.04636,0.04976,0.02475,6057.2579,3738.3681
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,20,4.1846,4.4307,25.1508,0.3453,0.1168,0.2019,0.0457,0.05676,0.02963,7416.6861,3903.8069
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,21,4.482,5.0093,24.8788,0.3101,0.06185,0.2023,0.03064,0.04966,0.0138,5866.7611,2852.9442
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,22,4.9288,4.9288,21.9799,0.2855,0.07692,0.1914,0.04545,0.04459,0.02036,4447.8731,2157.3541
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,23,4.3682,4.3682,24.5725,0.3252,0.1157,0.2057,0.05207,0.05625,0.03583,5198.0152,3019.1423
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,24,4.1477,3.6868,18.7787,0.3042,0.08305,0.2105,0.0341,0.05093,0.01692,5183.9381,3303.3583
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,25,4.4636,4.1846,19.4872,0.2906,0.05604,0.1995,0.04975,0.04657,0.0173,6998.8366,4015.0659
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,26,4.7247,4.5935,21.6727,0.312,0.106,0.1873,0.03935,0.04718,0.0217,5173.268,3190.9062
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,27,4.0016,4.326,26.5408,0.3484,0.1003,0.2163,0.06918,0.06135,0.03317,7536.7441,4707.2393
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,28,4.6964,4.6964,21.1511,0.2704,0.0681,0.2041,0.04778,0.04504,0.01978,6425.8184,4220.7113
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,29,4.9981,4.6721,27.3968,0.3268,0.09828,0.218,0.05378,0.05864,0.03136,7066.5368,4077.8895
230811_k,230623,Y1493,SMDGE,24h,control,3,522.9638,30,2.6988,3.1751,14.3969,0.3017,0.1069,0.1803,0.04552,0.04534,0.02561,3086.2564,2014.5799
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,1,4.2389,4.8623,22.2307,0.2966,0.0904,0.1864,0.05077,0.04572,0.023,7899.8405,5320.9585
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,2,4.6232,3.8835,22.4929,0.3353,0.1156,0.2094,0.06196,0.05792,0.03123,6450.1083,3626.6547
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,3,4.0296,2.6864,11.214,0.2956,0.09152,0.1796,0.01468,0.04174,0.0134,3553.4688,1976.9619
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,4,3.7188,3.7188,21.56,0.3598,0.1168,0.2001,0.03794,0.05798,0.02308,5305.4293,2407.0538
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,5,4.6709,5.2371,28.0139,0.3246,0.09433,0.2019,0.05166,0.05349,0.0248,8067.9173,3770.7012
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,6,4.3463,4.2403,21.9877,0.314,0.1004,0.1988,0.05523,0.05185,0.02932,6167.3279,3663.012
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,7,4.5972,4.5972,19.3041,0.2823,0.06323,0.1906,0.03298,0.04199,0.01032,4355.1978,2346.6836
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,8,4.176,4.0413,23.5658,0.3388,0.1031,0.2068,0.06788,0.05831,0.03369,5377.0023,3125.8498
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,9,4.5714,4.2286,23.1443,0.3458,0.1186,0.197,0.03454,0.05473,0.0235,5970.1531,3567.9252
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,10,4.3628,4.8475,23.2178,0.3005,0.06768,0.1957,0.04596,0.0479,0.02085,5609.6669,2827.3286
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,11,3.5233,3.5233,19.2142,0.3242,0.09985,0.2048,0.04786,0.05453,0.02871,4315.0916,3713.2349
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,12,4.3702,4.2336,22.3431,0.3254,0.1261,0.2009,0.03815,0.05278,0.02525,7551.7978,4672.81
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,14,4.7267,4.8545,23.0137,0.2885,0.07443,0.2025,0.0464,0.04741,0.01978,5753.0959,3841.5588
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,15,3.9629,3.4225,16.17,0.304,0.07859,0.1957,0.02259,0.04725,0.01495,4780.7251,3041.1136
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,16,5.3659,5.0593,25.364,0.3182,0.09433,0.1955,0.04329,0.05013,0.02162,7513.1311,3753.6707
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,17,4.6001,4.2865,27.6105,0.3469,0.112,0.225,0.0601,0.06441,0.03688,7161.3595,4046.218
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,18,4.5558,4.2618,20.036,0.299,0.08068,0.1953,0.03425,0.04701,0.01929,5962.2049,3985.3639
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,19,4.7548,4.4576,30.0455,0.3703,0.1418,0.2185,0.05751,0.0674,0.03945,6748.3478,3459.2799
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,20,4.36,3.909,24.2745,0.3694,0.1188,0.205,0.04732,0.0621,0.02996,7575.8084,3957.119
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,21,5.0142,5.0142,19.3124,0.2797,0.07025,0.1738,0.04088,0.03852,0.01399,5746.3827,3349.5426
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,22,4.0606,4.254,20.6754,0.321,0.07752,0.1894,0.05394,0.0486,0.02202,5338.5373,3055.4759
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,23,4.9968,4.6399,24.9863,0.3133,0.109,0.2094,0.04436,0.05385,0.02714,6161.3446,3389.8964
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,24,4.4168,4.0855,20.6698,0.3052,0.06243,0.208,0.03628,0.05059,0.01652,4568.6644,3105.2486
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,25,4.2103,4.3105,20.9767,0.3099,0.08376,0.1957,0.03665,0.04866,0.01872,8753.795,5493.8445
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,26,4.4484,4.2259,21.0221,0.3078,0.0904,0.1995,0.04656,0.04975,0.02169,5734.5209,3702.9219
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,27,3.3089,3.0725,13.1789,0.2888,0.09113,0.1851,0.04664,0.04289,0.01966,7681.7393,5552.4853
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,28,4.4006,4.6153,22.6241,0.3069,0.08969,0.2007,0.03666,0.04902,0.01742,7163.9616,4891.3606
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,29,4.5365,4.5365,23.0716,0.3166,0.06003,0.2035,0.02995,0.05086,0.01275,6115.5055,3308.6246
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,30,3.9676,3.9676,18.3577,0.2905,0.06273,0.1967,0.04887,0.04627,0.01811,7259.3664,5495.4059
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,31,2.2696,1.9859,10.3868,0.3102,0.04688,0.2135,0.03248,0.0523,0.01234,5675.246,4212.5821
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,32,5.8484,4.7344,20.9044,0.2766,0.06236,0.1968,0.04306,0.04415,0.01713,9347.011,4761.8656
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,33,5.5108,5.3534,26.2904,0.3118,0.1018,0.1951,0.03335,0.04911,0.02145,7210.3032,4466.3176
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,34,4.5083,4.2077,15.6538,0.2701,0.0545,0.173,0.0351,0.0372,0.01219,6762.2447,3444.8676
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,35,4.6172,4.0844,20.7835,0.3101,0.08422,0.2019,0.04761,0.05088,0.02114,8037.3128,4421.9008
230811_k,230623,Y1493,SMDGE,24h,control,4,672.9526,36,4.1659,3.1244,15.1883,0.3049,0.1071,0.1921,0.04372,0.04861,0.02671,5379.0642,4425.4357
230811_k,230623,Y1493,SMDGE,24h,control,5,787.263,1,3.2059,2.8051,14.9478,0.3146,0.09176,0.2043,0.05278,0.05329,0.0292,5627.6717,4044.1323
